CVEGEO,NOM_ENT,NOMGEO,NOMGEO2,NOM_ENT2
12003,Guerrero,Ajuchitlán del Progreso,ajuchitlan del progreso,guerrero
13041,Hidalgo,Mixquiahuala de Juárez,mixquiahuala de juarez,hidalgo
12067,Guerrero,Tlapehuala,tlapehuala,guerrero
13025,Hidalgo,Huautla,huautla,hidalgo
13027,Hidalgo,Huehuetla,huehuetla,hidalgo
11002,Guanajuato,Acámbaro,acambaro,guanajuato
12024,Guerrero,Cualác,cualac,guerrero
12043,Guerrero,Metlatónoc,metlatonoc,guerrero
13071,Hidalgo,Tlahuiltepa,tlahuiltepa,hidalgo
13030,Hidalgo,Ixmiquilpan,ixmiquilpan,hidalgo
13051,Hidalgo,Mineral de la Reforma,mineral de la reforma,hidalgo
12081,Guerrero,Iliatenco,iliatenco,guerrero
13065,Hidalgo,Tetepango,tetepango,hidalgo
11021,Guanajuato,Moroleón,moroleon,guanajuato
12078,Guerrero,Cochoapa el Grande,cochoapa el grande,guerrero
13079,Hidalgo,Xochicoatlán,xochicoatlan,hidalgo
13059,Hidalgo,Tecozautla,tecozautla,hidalgo
11001,Guanajuato,Abasolo,abasolo,guanajuato
11037,Guanajuato,Silao de la Victoria,silao de la victoria,guanajuato
13018,Hidalgo,Chapulhuacán,chapulhuacan,hidalgo
10039,Durango,Nuevo Ideal,nuevo ideal,durango
12031,Guerrero,General Canuto A. Neri,general canuto a. neri,guerrero
12037,Guerrero,Ixcateopan de Cuauhtémoc,ixcateopan de cuauhtemoc,guerrero
13031,Hidalgo,Jacala de Ledezma,jacala de ledezma,hidalgo
13033,Hidalgo,Juárez Hidalgo,juarez hidalgo,hidalgo
13076,Hidalgo,Tula de Allende,tula de allende,hidalgo
14076,Jalisco,San Martín de Bolaños,san martin de bolanos,jalisco
13007,Hidalgo,Almoloya,almoloya,hidalgo
13084,Hidalgo,Zimapán,zimapan,hidalgo
11029,Guanajuato,San Diego de la Unión,san diego de la union,guanajuato
12006,Guerrero,Apaxtla,apaxtla,guerrero
12022,Guerrero,Coyuca de Catalán,coyuca de catalan,guerrero
13006,Hidalgo,Alfajayucan,alfajayucan,hidalgo
13026,Hidalgo,Huazalingo,huazalingo,hidalgo
13028,Hidalgo,Huejutla de Reyes,huejutla de reyes,hidalgo
14020,Jalisco,Cabo Corrientes,cabo corrientes,jalisco
10038,Durango,Vicente Guerrero,vicente guerrero,durango
12052,Guerrero,San Luis Acatlán,san luis acatlan,guerrero
12025,Guerrero,Cuautepec,cuautepec,guerrero
13029,Hidalgo,Huichapan,huichapan,hidalgo
13060,Hidalgo,Tenango de Doria,tenango de doria,hidalgo
13021,Hidalgo,Emiliano Zapata,emiliano zapata,hidalgo
14072,Jalisco,San Diego de Alejandría,san diego de alejandria,jalisco
12045,Guerrero,Olinalá,olinala,guerrero
13044,Hidalgo,Nopala de Villagrán,nopala de villagran,hidalgo
14041,Jalisco,Huejúcar,huejucar,jalisco
14038,Jalisco,Guachinango,guachinango,jalisco
14036,Jalisco,Etzatlán,etzatlan,jalisco
12016,Guerrero,Coahuayutla de José María Izazaga,coahuayutla de jose maria izazaga,guerrero
14028,Jalisco,Cuautla,cuautla,jalisco
12005,Guerrero,Alpoyeca,alpoyeca,guerrero
12061,Guerrero,Tixtla de Guerrero,tixtla de guerrero,guerrero
13063,Hidalgo,Tepeji del Río de Ocampo,tepeji del rio de ocampo,hidalgo
11028,Guanajuato,Salvatierra,salvatierra,guanajuato
12034,Guerrero,Huitzuco de los Figueroa,huitzuco de los figueroa,guerrero
13017,Hidalgo,Chapantongo,chapantongo,hidalgo
11004,Guanajuato,Apaseo el Alto,apaseo el alto,guanajuato
11019,Guanajuato,Jerécuaro,jerecuaro,guanajuato
11012,Guanajuato,Cuerámaro,cueramaro,guanajuato
12060,Guerrero,Tetipac,tetipac,guerrero
14050,Jalisco,Jocotepec,jocotepec,jalisco
14075,Jalisco,San Marcos,san marcos,jalisco
14033,Jalisco,Degollado,degollado,jalisco
12042,Guerrero,Mártir de Cuilapan,martir de cuilapan,guerrero
14003,Jalisco,Ahualulco de Mercado,ahualulco de mercado,jalisco
11046,Guanajuato,Yuriria,yuriria,guanajuato
14042,Jalisco,Huejuquilla el Alto,huejuquilla el alto,jalisco
11044,Guanajuato,Villagrán,villagran,guanajuato
13070,Hidalgo,Tlahuelilpan,tlahuelilpan,hidalgo
11023,Guanajuato,Pénjamo,penjamo,guanajuato
14045,Jalisco,Ixtlahuacán del Río,ixtlahuacan del rio,jalisco
11017,Guanajuato,Irapuato,irapuato,guanajuato
12036,Guerrero,Igualapa,igualapa,guerrero
11018,Guanajuato,Jaral del Progreso,jaral del progreso,guanajuato
12071,Guerrero,Xochistlahuaca,xochistlahuaca,guerrero
13042,Hidalgo,Molango de Escamilla,molango de escamilla,hidalgo
13043,Hidalgo,Nicolás Flores,nicolas flores,hidalgo
13069,Hidalgo,Tizayuca,tizayuca,hidalgo
11043,Guanajuato,Victoria,victoria,guanajuato
14077,Jalisco,San Martín Hidalgo,san martin hidalgo,jalisco
14024,Jalisco,Cocula,cocula,jalisco
13004,Hidalgo,Agua Blanca de Iturbide,agua blanca de iturbide,hidalgo
14010,Jalisco,Atemajac de Brizuela,atemajac de brizuela,jalisco
14034,Jalisco,Ejutla,ejutla,jalisco
14047,Jalisco,Jamay,jamay,jalisco
13034,Hidalgo,Lolotla,lolotla,hidalgo
14037,Jalisco,El Grullo,el grullo,jalisco
14065,Jalisco,Pihuamo,pihuamo,jalisco
13008,Hidalgo,Apan,apan,hidalgo
13012,Hidalgo,Atotonilco el Grande,atotonilco el grande,hidalgo
12009,Guerrero,Atlamajalcingo del Monte,atlamajalcingo del monte,guerrero
12040,Guerrero,Leonardo Bravo,leonardo bravo,guerrero
13075,Hidalgo,Tolcayuca,tolcayuca,hidalgo
14030,Jalisco,Chapala,chapala,jalisco
14056,Jalisco,Santa María del Oro,santa maria del oro,jalisco
12069,Guerrero,Xalpatláhuac,xalpatlahuac,guerrero
12030,Guerrero,Florencio Villarreal,florencio villarreal,guerrero
12038,Guerrero,Zihuatanejo de Azueta,zihuatanejo de azueta,guerrero
12023,Guerrero,Cuajinicuilapa,cuajinicuilapa,guerrero
12053,Guerrero,San Marcos,san marcos,guerrero
14009,Jalisco,El Arenal,el arenal,jalisco
10023,Durango,Pueblo Nuevo,pueblo nuevo,durango
11033,Guanajuato,San Luis de la Paz,san luis de la paz,guanajuato
13073,Hidalgo,Tlanchinol,tlanchinol,hidalgo
14008,Jalisco,Arandas,arandas,jalisco
12041,Guerrero,Malinaltepec,malinaltepec,guerrero
13011,Hidalgo,Atlapexco,atlapexco,hidalgo
13046,Hidalgo,San Felipe Orizatlán,san felipe orizatlan,hidalgo
14053,Jalisco,Lagos de Moreno,lagos de moreno,jalisco
12054,Guerrero,San Miguel Totolapan,san miguel totolapan,guerrero
12080,Guerrero,Juchitán,juchitan,guerrero
14059,Jalisco,Mazamitla,mazamitla,jalisco
13078,Hidalgo,Xochiatipan,xochiatipan,hidalgo
12044,Guerrero,Mochitlán,mochitlan,guerrero
14067,Jalisco,Puerto Vallarta,puerto vallarta,jalisco
11026,Guanajuato,Romita,romita,guanajuato
11038,Guanajuato,Tarandacuao,tarandacuao,guanajuato
13022,Hidalgo,Epazoyucan,epazoyucan,hidalgo
14043,Jalisco,La Huerta,la huerta,jalisco
14061,Jalisco,Mezquitic,mezquitic,jalisco
13001,Hidalgo,Acatlán,acatlan,hidalgo
12033,Guerrero,Huamuxtitlán,huamuxtitlan,guerrero
13010,Hidalgo,Atitalaquia,atitalaquia,hidalgo
13053,Hidalgo,San Bartolo Tutotepec,san bartolo tutotepec,hidalgo
11036,Guanajuato,Santiago Maravatío,santiago maravatio,guanajuato
12058,Guerrero,Teloloapan,teloloapan,guerrero
10022,Durango,Poanas,poanas,durango
13013,Hidalgo,Atotonilco de Tula,atotonilco de tula,hidalgo
14002,Jalisco,Acatlán de Juárez,acatlan de juarez,jalisco
14063,Jalisco,Ocotlán,ocotlan,jalisco
12032,Guerrero,General Heliodoro Castillo,general heliodoro castillo,guerrero
14040,Jalisco,Hostotipaquillo,hostotipaquillo,jalisco
12075,Guerrero,Eduardo Neri,eduardo neri,guerrero
14016,Jalisco,Ayotlán,ayotlan,jalisco
12048,Guerrero,Petatlán,petatlan,guerrero
12050,Guerrero,Pungarabato,pungarabato,guerrero
13023,Hidalgo,Francisco I. Madero,francisco i. madero,hidalgo
14019,Jalisco,Bolaños,bolanos,jalisco
11003,Guanajuato,San Miguel de Allende,san miguel de allende,guanajuato
11005,Guanajuato,Apaseo el Grande,apaseo el grande,guanajuato
14058,Jalisco,Mascota,mascota,jalisco
13037,Hidalgo,Metztitlán,metztitlan,hidalgo
14004,Jalisco,Amacueca,amacueca,jalisco
10035,Durango,Tepehuanes,tepehuanes,durango
12015,Guerrero,Buenavista de Cuéllar,buenavista de cuellar,guerrero
11039,Guanajuato,Tarimoro,tarimoro,guanajuato
13074,Hidalgo,Tlaxcoapan,tlaxcoapan,hidalgo
12068,Guerrero,La Unión de Isidoro Montes de Oca,la union de isidoro montes de oca,guerrero
14060,Jalisco,Mexticacán,mexticacan,jalisco
14071,Jalisco,San Cristóbal de la Barranca,san cristobal de la barranca,jalisco
10028,Durango,San Juan del Río,san juan del rio,durango
12051,Guerrero,Quechultenango,quechultenango,guerrero
11040,Guanajuato,Tierra Blanca,tierra blanca,guanajuato
14018,Jalisco,La Barca,la barca,jalisco
11034,Guanajuato,Santa Catarina,santa catarina,guanajuato
14007,Jalisco,San Juanito de Escobedo,san juanito de escobedo,jalisco
14035,Jalisco,Encarnación de Díaz,encarnacion de diaz,jalisco
14055,Jalisco,Magdalena,magdalena,jalisco
14062,Jalisco,Mixtlán,mixtlan,jalisco
12007,Guerrero,Arcelia,arcelia,guerrero
12019,Guerrero,Copalillo,copalillo,guerrero
12063,Guerrero,Tlacoapa,tlacoapa,guerrero
10033,Durango,Súchil,suchil,durango
10031,Durango,Santa Clara,santa clara,durango
13061,Hidalgo,Tepeapulco,tepeapulco,hidalgo
13039,Hidalgo,Mineral del Monte,mineral del monte,hidalgo
11022,Guanajuato,Ocampo,ocampo,guanajuato
14027,Jalisco,Cuautitlán de García Barragán,cuautitlan de garcia barragan,jalisco
12010,Guerrero,Atlixtac,atlixtac,guerrero
13005,Hidalgo,Ajacuba,ajacuba,hidalgo
14057,Jalisco,La Manzanilla de la Paz,la manzanilla de la paz,jalisco
11006,Guanajuato,Atarjea,atarjea,guanajuato
11045,Guanajuato,Xichú,xichu,guanajuato
12017,Guerrero,Cocula,cocula,guerrero
14051,Jalisco,Juanacatlán,juanacatlan,jalisco
14074,Jalisco,San Julián,san julian,jalisco
10027,Durango,San Juan de Guadalupe,san juan de guadalupe,durango
10036,Durango,Tlahualilo,tlahualilo,durango
11011,Guanajuato,Cortazar,cortazar,guanajuato
14070,Jalisco,El Salto,el salto,jalisco
11015,Guanajuato,Guanajuato,guanajuato,guanajuato
14052,Jalisco,Juchitlán,juchitlan,jalisco
13081,Hidalgo,Zacualtipán de Ángeles,zacualtipan de angeles,hidalgo
13067,Hidalgo,Tezontepec de Aldama,tezontepec de aldama,hidalgo
13068,Hidalgo,Tianguistengo,tianguistengo,hidalgo
13040,Hidalgo,La Misión,la mision,hidalgo
12020,Guerrero,Copanatoyac,copanatoyac,guerrero
14023,Jalisco,Zapotlán el Grande,zapotlan el grande,jalisco
10037,Durango,Topia,topia,durango
13019,Hidalgo,Chilcuautla,chilcuautla,hidalgo
10024,Durango,Rodeo,rodeo,durango
12056,Guerrero,Tecoanapa,tecoanapa,guerrero
10026,Durango,San Dimas,san dimas,durango
13049,Hidalgo,Pisaflores,pisaflores,hidalgo
13050,Hidalgo,Progreso de Obregón,progreso de obregon,hidalgo
13035,Hidalgo,Metepec,metepec,hidalgo
10025,Durango,San Bernardo,san bernardo,durango
12001,Guerrero,Acapulco de Juárez,acapulco de juarez,guerrero
13016,Hidalgo,Cuautepec de Hinojosa,cuautepec de hinojosa,hidalgo
13080,Hidalgo,Yahualica,yahualica,hidalgo
10029,Durango,San Luis del Cordero,san luis del cordero,durango
11008,Guanajuato,Manuel Doblado,manuel doblado,guanajuato
13038,Hidalgo,Mineral del Chico,mineral del chico,hidalgo
14044,Jalisco,Ixtlahuacán de los Membrillos,ixtlahuacan de los membrillos,jalisco
11032,Guanajuato,San José Iturbide,san jose iturbide,guanajuato
11024,Guanajuato,Pueblo Nuevo,pueblo nuevo,guanajuato
13057,Hidalgo,Singuilucan,singuilucan,hidalgo
14005,Jalisco,Amatitán,amatitan,jalisco
14039,Jalisco,Guadalajara,guadalajara,jalisco
11016,Guanajuato,Huanímaro,huanimaro,guanajuato
11013,Guanajuato,Doctor Mora,doctor mora,guanajuato
13064,Hidalgo,Tepetitlán,tepetitlan,hidalgo
12014,Guerrero,Benito Juárez,benito juarez,guerrero
12064,Guerrero,Tlalchapa,tlalchapa,guerrero
13003,Hidalgo,Actopan,actopan,hidalgo
14068,Jalisco,Villa Purificación,villa purificacion,jalisco
14011,Jalisco,Atengo,atengo,jalisco
11007,Guanajuato,Celaya,celaya,guanajuato
12028,Guerrero,Chilapa de Álvarez,chilapa de alvarez,guerrero
12049,Guerrero,Pilcaya,pilcaya,guerrero
12077,Guerrero,Marquelia,marquelia,guerrero
14025,Jalisco,Colotlán,colotlan,jalisco
12027,Guerrero,Cutzamala de Pinzón,cutzamala de pinzon,guerrero
14017,Jalisco,Ayutla,ayutla,jalisco
13062,Hidalgo,Tepehuacán de Guerrero,tepehuacan de guerrero,hidalgo
12066,Guerrero,Tlapa de Comonfort,tlapa de comonfort,guerrero
11020,Guanajuato,León,leon,guanajuato
13077,Hidalgo,Tulancingo de Bravo,tulancingo de bravo,hidalgo
11030,Guanajuato,San Felipe,san felipe,guanajuato
14073,Jalisco,San Juan de los Lagos,san juan de los lagos,jalisco
12035,Guerrero,Iguala de la Independencia,iguala de la independencia,guerrero
13014,Hidalgo,Calnali,calnali,hidalgo
14054,Jalisco,El Limón,el limon,jalisco
11010,Guanajuato,Coroneo,coroneo,guanajuato
12070,Guerrero,Xochihuehuetlán,xochihuehuetlan,guerrero
12029,Guerrero,Chilpancingo de los Bravo,chilpancingo de los bravo,guerrero
13058,Hidalgo,Tasquillo,tasquillo,hidalgo
14046,Jalisco,Jalostotitlán,jalostotitlan,jalisco
11014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,dolores hidalgo cuna de la independencia nacional,guanajuato
12013,Guerrero,Azoyú,azoyu,guerrero
12079,Guerrero,José Joaquín de Herrera,jose joaquin de herrera,guerrero
10020,Durango,Pánuco de Coronado,panuco de coronado,durango
10032,Durango,Santiago Papasquiaro,santiago papasquiaro,durango
12004,Guerrero,Alcozauca de Guerrero,alcozauca de guerrero,guerrero
11009,Guanajuato,Comonfort,comonfort,guanajuato
12011,Guerrero,Atoyac de Álvarez,atoyac de alvarez,guerrero
12018,Guerrero,Copala,copala,guerrero
14069,Jalisco,Quitupan,quitupan,jalisco
14048,Jalisco,Jesús María,jesus maria,jalisco
13032,Hidalgo,Jaltocán,jaltocan,hidalgo
14013,Jalisco,Atotonilco el Alto,atotonilco el alto,jalisco
11025,Guanajuato,Purísima del Rincón,purisima del rincon,guanajuato
13066,Hidalgo,Villa de Tezontepec,villa de tezontepec,hidalgo
14066,Jalisco,Poncitlán,poncitlan,jalisco
12065,Guerrero,Tlalixtaquilla de Maldonado,tlalixtaquilla de maldonado,guerrero
14014,Jalisco,Atoyac,atoyac,jalisco
14064,Jalisco,Ojuelos de Jalisco,ojuelos de jalisco,jalisco
12072,Guerrero,Zapotitlán Tablas,zapotitlan tablas,guerrero
13052,Hidalgo,San Agustín Tlaxiaca,san agustin tlaxiaca,hidalgo
14029,Jalisco,Cuquío,cuquio,jalisco
11027,Guanajuato,Salamanca,salamanca,guanajuato
12062,Guerrero,Tlacoachistlahuaca,tlacoachistlahuaca,guerrero
11042,Guanajuato,Valle de Santiago,valle de santiago,guanajuato
12059,Guerrero,Tepecoacuilco de Trujano,tepecoacuilco de trujano,guerrero
13020,Hidalgo,Eloxochitlán,eloxochitlan,hidalgo
12074,Guerrero,Zitlala,zitlala,guerrero
10034,Durango,Tamazula,tamazula,durango
13002,Hidalgo,Acaxochitlán,acaxochitlan,hidalgo
12047,Guerrero,Pedro Ascencio Alquisiras,pedro ascencio alquisiras,guerrero
13055,Hidalgo,Santiago de Anaya,santiago de anaya,hidalgo
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,santiago tulantepec de lugo guerrero,hidalgo
14015,Jalisco,Autlán de Navarro,autlan de navarro,jalisco
14032,Jalisco,Chiquilistlán,chiquilistlan,jalisco
12012,Guerrero,Ayutla de los Libres,ayutla de los libres,guerrero
10030,Durango,San Pedro del Gallo,san pedro del gallo,durango
14022,Jalisco,Cihuatlán,cihuatlan,jalisco
11041,Guanajuato,Uriangato,uriangato,guanajuato
14006,Jalisco,Ameca,ameca,jalisco
14021,Jalisco,Casimiro Castillo,casimiro castillo,jalisco
14031,Jalisco,Chimaltitán,chimaltitan,jalisco
13047,Hidalgo,Pacula,pacula,hidalgo
12021,Guerrero,Coyuca de Benítez,coyuca de benitez,guerrero
12076,Guerrero,Acatepec,acatepec,guerrero
14026,Jalisco,Concepción de Buenos Aires,concepcion de buenos aires,jalisco
12008,Guerrero,Atenango del Río,atenango del rio,guerrero
13072,Hidalgo,Tlanalapa,tlanalapa,hidalgo
12046,Guerrero,Ometepec,ometepec,guerrero
13045,Hidalgo,Omitlán de Juárez,omitlan de juarez,hidalgo
12057,Guerrero,Técpan de Galeana,tecpan de galeana,guerrero
13083,Hidalgo,Zempoala,zempoala,hidalgo
14001,Jalisco,Acatic,acatic,jalisco
12039,Guerrero,Juan R. Escudero,juan r. escudero,guerrero
13048,Hidalgo,Pachuca de Soto,pachuca de soto,hidalgo
14049,Jalisco,Jilotlán de los Dolores,jilotlan de los dolores,jalisco
12002,Guerrero,Ahuacuotzingo,ahuacuotzingo,guerrero
12055,Guerrero,Taxco de Alarcón,taxco de alarcon,guerrero
10021,Durango,Peñón Blanco,penon blanco,durango
12073,Guerrero,Zirándaro,zirandaro,guerrero
13009,Hidalgo,El Arenal,el arenal,hidalgo
13024,Hidalgo,Huasca de Ocampo,huasca de ocampo,hidalgo
13036,Hidalgo,San Agustín Metzquititlán,san agustin metzquititlan,hidalgo
12026,Guerrero,Cuetzala del Progreso,cuetzala del progreso,guerrero
11031,Guanajuato,San Francisco del Rincón,san francisco del rincon,guanajuato
11035,Guanajuato,Santa Cruz de Juventino Rosas,santa cruz de juventino rosas,guanajuato
13015,Hidalgo,Cardonal,cardonal,hidalgo
13054,Hidalgo,San Salvador,san salvador,hidalgo
13082,Hidalgo,Zapotlán de Juárez,zapotlan de juarez,hidalgo
14012,Jalisco,Atenguillo,atenguillo,jalisco
07038,Chiapas,Huixtán,huixtan,chiapas
07097,Chiapas,Tonalá,tonala,chiapas
05027,Coahuila de Zaragoza,Ramos Arizpe,ramos arizpe,coahuila de zaragoza
07004,Chiapas,Altamirano,altamirano,chiapas
07019,Chiapas,Comitán de Domínguez,comitan de dominguez,chiapas
07079,Chiapas,San Fernando,san fernando,chiapas
08030,Chihuahua,Guazapares,guazapares,chihuahua
07061,Chiapas,Ocozocoautla de Espinosa,ocozocoautla de espinosa,chiapas
08006,Chihuahua,Bachíniva,bachiniva,chihuahua
07006,Chiapas,Amatenango de la Frontera,amatenango de la frontera,chiapas
08009,Chihuahua,Bocoyna,bocoyna,chihuahua
07113,Chiapas,Aldama,aldama,chiapas
08023,Chihuahua,Galeana,galeana,chihuahua
08066,Chihuahua,Uruachi,uruachi,chihuahua
05007,Coahuila de Zaragoza,Cuatro Ciénegas,cuatro cienegas,coahuila de zaragoza
07045,Chiapas,Ixtapangajoya,ixtapangajoya,chiapas
05004,Coahuila de Zaragoza,Arteaga,arteaga,coahuila de zaragoza
07048,Chiapas,Juárez,juarez,chiapas
07001,Chiapas,Acacoyagua,acacoyagua,chiapas
08003,Chihuahua,Allende,allende,chihuahua
07121,Chiapas,Rincón Chamula San Pedro,rincon chamula san pedro,chiapas
08032,Chihuahua,Hidalgo del Parral,hidalgo del parral,chihuahua
07002,Chiapas,Acala,acala,chiapas
10012,Durango,Lerdo,lerdo,durango
08017,Chihuahua,Cuauhtémoc,cuauhtemoc,chihuahua
07027,Chiapas,Chiapa de Corzo,chiapa de corzo,chiapas
07080,Chiapas,Siltepec,siltepec,chiapas
08007,Chihuahua,Balleza,balleza,chihuahua
04001,Campeche,Calkiní,calkini,campeche
07066,Chiapas,Pantelhó,pantelho,chiapas
07086,Chiapas,Suchiapa,suchiapa,chiapas
07118,Chiapas,San Andrés Duraznal,san andres duraznal,chiapas
08001,Chihuahua,Ahumada,ahumada,chihuahua
08067,Chihuahua,Valle de Zaragoza,valle de zaragoza,chihuahua
08014,Chihuahua,Coronado,coronado,chihuahua
10010,Durango,Hidalgo,hidalgo,durango
07016,Chiapas,Catazajá,catazaja,chiapas
05033,Coahuila de Zaragoza,San Pedro,san pedro,coahuila de zaragoza
08057,Chihuahua,San Francisco de Borja,san francisco de borja,chihuahua
10009,Durango,Guanaceví,guanacevi,durango
05036,Coahuila de Zaragoza,Viesca,viesca,coahuila de zaragoza
06005,Colima,Cuauhtémoc,cuauhtemoc,colima
07067,Chiapas,Pantepec,pantepec,chiapas
07054,Chiapas,Mazatán,mazatan,chiapas
07072,Chiapas,Pueblo Nuevo Solistahuacán,pueblo nuevo solistahuacan,chiapas
05021,Coahuila de Zaragoza,Nadadores,nadadores,coahuila de zaragoza
08044,Chihuahua,Matamoros,matamoros,chihuahua
09007,Ciudad de México,Iztapalapa,iztapalapa,ciudad de mexico
08027,Chihuahua,Guachochi,guachochi,chihuahua
01005,Aguascalientes,Jesús María,jesus maria,aguascalientes
07031,Chiapas,Chilón,chilon,chiapas
08047,Chihuahua,Moris,moris,chihuahua
08052,Chihuahua,Ojinaga,ojinaga,chihuahua
07078,Chiapas,San Cristóbal de las Casas,san cristobal de las casas,chiapas
07037,Chiapas,Huehuetán,huehuetan,chiapas
07013,Chiapas,Bochil,bochil,chiapas
07065,Chiapas,Palenque,palenque,chiapas
08043,Chihuahua,Matachí,matachi,chihuahua
07083,Chiapas,Socoltenango,socoltenango,chiapas
07106,Chiapas,Venustiano Carranza,venustiano carranza,chiapas
07046,Chiapas,Jiquipilas,jiquipilas,chiapas
07075,Chiapas,Las Rosas,las rosas,chiapas
07014,Chiapas,El Bosque,el bosque,chiapas
09011,Ciudad de México,Tláhuac,tlahuac,ciudad de mexico
03008,Baja California Sur,Los Cabos,los cabos,baja california sur
07081,Chiapas,Simojovel,simojovel,chiapas
08021,Chihuahua,Delicias,delicias,chihuahua
05016,Coahuila de Zaragoza,Lamadrid,lamadrid,coahuila de zaragoza
09008,Ciudad de México,La Magdalena Contreras,la magdalena contreras,ciudad de mexico
09012,Ciudad de México,Tlalpan,tlalpan,ciudad de mexico
10011,Durango,Indé,inde,durango
07023,Chiapas,Chamula,chamula,chiapas
08055,Chihuahua,Rosales,rosales,chihuahua
08035,Chihuahua,Janos,janos,chihuahua
09015,Ciudad de México,Cuauhtémoc,cuauhtemoc,ciudad de mexico
07017,Chiapas,Cintalapa,cintalapa,chiapas
07024,Chiapas,Chanal,chanal,chiapas
07116,Chiapas,Marqués de Comillas,marques de comillas,chiapas
08015,Chihuahua,Coyame del Sotol,coyame del sotol,chihuahua
05018,Coahuila de Zaragoza,Monclova,monclova,coahuila de zaragoza
07069,Chiapas,Pijijiapan,pijijiapan,chiapas
08048,Chihuahua,Namiquipa,namiquipa,chihuahua
08011,Chihuahua,Camargo,camargo,chihuahua
10014,Durango,Mezquital,mezquital,durango
07119,Chiapas,Santiago el Pinar,santiago el pinar,chiapas
02005,Baja California,Playas de Rosarito,playas de rosarito,baja california
05003,Coahuila de Zaragoza,Allende,allende,coahuila de zaragoza
08054,Chihuahua,Riva Palacio,riva palacio,chihuahua
10001,Durango,Canatlán,canatlan,durango
07060,Chiapas,Ocotepec,ocotepec,chiapas
07084,Chiapas,Solosuchiapa,solosuchiapa,chiapas
09016,Ciudad de México,Miguel Hidalgo,miguel hidalgo,ciudad de mexico
07057,Chiapas,Motozintla,motozintla,chiapas
06001,Colima,Armería,armeria,colima
07117,Chiapas,Montecristo de Guerrero,montecristo de guerrero,chiapas
01001,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes
07012,Chiapas,Berriozábal,berriozabal,chiapas
07112,Chiapas,San Juan Cancuc,san juan cancuc,chiapas
01008,Aguascalientes,San José de Gracia,san jose de gracia,aguascalientes
08024,Chihuahua,Santa Isabel,santa isabel,chihuahua
08037,Chihuahua,Juárez,juarez,chihuahua
07010,Chiapas,Bejucal de Ocampo,bejucal de ocampo,chiapas
07115,Chiapas,Maravilla Tenejapa,maravilla tenejapa,chiapas
07039,Chiapas,Huitiupán,huitiupan,chiapas
08020,Chihuahua,Chínipas,chinipas,chihuahua
05035,Coahuila de Zaragoza,Torreón,torreon,coahuila de zaragoza
07110,Chiapas,San Lucas,san lucas,chiapas
10003,Durango,Coneto de Comonfort,coneto de comonfort,durango
07082,Chiapas,Sitalá,sitala,chiapas
07122,Chiapas,El Parral,el parral,chiapas
05014,Coahuila de Zaragoza,Jiménez,jimenez,coahuila de zaragoza
06002,Colima,Colima,colima,colima
07087,Chiapas,Suchiate,suchiate,chiapas
05037,Coahuila de Zaragoza,Villa Unión,villa union,coahuila de zaragoza
08063,Chihuahua,Temósachic,temosachic,chihuahua
07026,Chiapas,Chenalhó,chenalho,chiapas
07011,Chiapas,Bella Vista,bella vista,chiapas
07090,Chiapas,Tapalapa,tapalapa,chiapas
05013,Coahuila de Zaragoza,Hidalgo,hidalgo,coahuila de zaragoza
05009,Coahuila de Zaragoza,Francisco I. Madero,francisco i. madero,coahuila de zaragoza
04007,Campeche,Palizada,palizada,campeche
07058,Chiapas,Nicolás Ruíz,nicolas ruiz,chiapas
07020,Chiapas,La Concordia,la concordia,chiapas
05017,Coahuila de Zaragoza,Matamoros,matamoros,coahuila de zaragoza
07033,Chiapas,Francisco León,francisco leon,chiapas
07025,Chiapas,Chapultenango,chapultenango,chiapas
07101,Chiapas,Tuxtla Gutiérrez,tuxtla gutierrez,chiapas
06006,Colima,Ixtlahuacán,ixtlahuacan,colima
07003,Chiapas,Acapetahua,acapetahua,chiapas
08008,Chihuahua,Batopilas de Manuel Gómez Morín,batopilas de manuel gomez morin,chihuahua
05034,Coahuila de Zaragoza,Sierra Mojada,sierra mojada,coahuila de zaragoza
02001,Baja California,Ensenada,ensenada,baja california
10002,Durango,Canelas,canelas,durango
01006,Aguascalientes,Pabellón de Arteaga,pabellon de arteaga,aguascalientes
03001,Baja California Sur,Comondú,comondu,baja california sur
05028,Coahuila de Zaragoza,Sabinas,sabinas,coahuila de zaragoza
08056,Chihuahua,Rosario,rosario,chihuahua
05010,Coahuila de Zaragoza,Frontera,frontera,coahuila de zaragoza
03003,Baja California Sur,La Paz,la paz,baja california sur
08028,Chihuahua,Guadalupe,guadalupe,chihuahua
05038,Coahuila de Zaragoza,Zaragoza,zaragoza,coahuila de zaragoza
01007,Aguascalientes,Rincón de Romos,rincon de romos,aguascalientes
05001,Coahuila de Zaragoza,Abasolo,abasolo,coahuila de zaragoza
07035,Chiapas,Frontera Hidalgo,frontera hidalgo,chiapas
07109,Chiapas,Yajalón,yajalon,chiapas
07007,Chiapas,Amatenango del Valle,amatenango del valle,chiapas
01009,Aguascalientes,Tepezalá,tepezala,aguascalientes
09006,Ciudad de México,Iztacalco,iztacalco,ciudad de mexico
10015,Durango,Nazas,nazas,durango
08031,Chihuahua,Guerrero,guerrero,chihuahua
